text,sentiment
 haha i love both of them too  hmm.. lol i`m in need of some good bands too,positive
forgot she had a Twitter account.    Happy Mother`s Day!,positive
" yea, I was just about to say something  It`s great to hear! Ukrainian!",positive
 ok2  g`nyt? Haha too early.,positive
 Thanks!  I am doing good... Did you read any of my blog posts?,positive
Happy Mothers Day,positive
 Tyler Perry is Hilarious! I think I will.  I`m off to bed though so I tweet ya in the morning. Goodnight!,positive
New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P,positive
 Well thank you! I`ll try and remember to put it somewhere,positive
_sl happy sunday to you to,positive
wishes all you moms a happy & blessed Mother`s Day!,positive
enjoying and exploring my n96 phone.. grr.. it`s awesome.. but i wanted the samsung omnia..,positive
 thanks!!! it was a ballroom dancing competition,positive
my favorite curling iron broke,positive
" yep i am.got back this morning. NFg were fab last night, but i cant go tomorrow   you getting MS ticket soon? 4weeks away",positive
really really getting excited!,positive
" I have the best bestfriend in the whole world .. My Mother`s Day present = ambien, klonopin and a quarter! woohoo!  smh...",positive
 Aww...thanks! He`s the best husband ever. He really is. I`m so lucky!  Hope you`re having a wonderful Saturday evening!,positive
" I really hope you see my tweets. Sent you so much, I swear. Do a tour in the Philippines, please?  *prays*",positive
 Would be nice if he did,positive
" my pleasure, its a great recipe",positive
 Thank you  That`s really of sweet of you!,positive
Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great,positive
" Sher is good. There were quite a few people that we didn`t even get to see, due to me having court and rushing to see fam.",positive
"Eh, I`ve had better. I`m excited to see ryan hurley tomorrow",positive
" Thanks al...i had a freakin ball!! great company, awesome venues....what more could a girl want?  love ya!!",positive
This is cool  http://yfrog.com/097dfj,positive
"come on, leave Gretel alone now  I liked her doing the #Logies",positive
 cool and aww,positive
Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.,positive
" how fun!! I like the beach, but I tend to get really dark fast.",positive
"'Completely dishwasher safe, except that the pattern might come off.' Blue Coat humour at its best  Three cheers for Viz",positive
This cigarette is so relaxing,positive
"It`s raining cats and dogs in Gda?sk today , looks nice `though through a window",positive
" dude, saw your Twitter profile after a long time - love the background. way way cool!",positive
" and yep, you`ve converted me to Blip.  Been great to hear a lot of others suggestions - some pretty great stuff!",positive
Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH!,positive
 Thabks! This made me feel very special!,positive
ish okay my loveee,positive
my legs are soft  watching a move with my mommm short day @ workk,positive
 Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,positive
did you kno that  is amazing  and i`ve known him since he got twitter and his most tweeted words are `know` `haha` `****`..,positive
 congratulations,positive
is about to go into her last final.  happiness!,positive
" - Bless you as well sweetie, and i hope you have a wonderful weekend",positive
Watching Battlestar Galactica Season 1...Yeah you read it right!,positive
 just going through some of his tracks in iTunes and buying his awesome tracks I don`t have. Loving it,positive
" Thank you good sir, it has been a surprisingly good afternoon, very productive",positive
" mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared",positive
great night hangin out with my family... mom and dad loved the extra company tonight!  can`t wait for FRC Pcola Tomorrow,positive
"Okay I`m about to 'crawl' into bed and ummm ummm. We are about to talk. We need to talk about somethings, Good Night Tweeters.",positive
" Thought you was one of the best on Heroes, pitty they are killing all of the good characters off  how do i use this thing!? lol",positive
 He`s gonna do it for mothers day  Ever notice Papa looks like Squiggy from Laverne snd Shirley. I love him.,positive
Im wishing that i had the weekend off so i can go to SOL.,positive
 Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS,positive
" congratulations, you two are so well suited   have a lovely day x",positive
In children`s hospital ER hoping Meredith does NOT have a broken elbow/arm,positive
",,,checked del`s new blogsite!!! YAHOO!!! im just excited to what it will bring  go del!",positive
 but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare,positive
 I can understand!,positive
 awesomeness,positive
: and my kid is only 3 and is stronger then me,positive
is playing around && having fun with little kids right now  hahahahaha,positive
  Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!,positive
thanx peeps 4 following me,positive
The frank black (and his wifey) show was aaaaaaaaaamazing  sd trip is made!,positive
Beautiful monday morning  so happy  http://myloc.me/tCt,positive
"  he`s hard to please, methinks he has the picture in his head just fine",positive
" yeah i checked it, pretty nice site",positive
 My kids count down the days till Saturday. I hope it`s something they remember all of their lives!,positive
My friends are awesome!   -- and the non Twitter ones here right now too!!,positive
So glad I`m finally done with finals!,positive
received her first pressie. Happy happy.,positive
"I`ve got sunburn on my arm  In better news, my new Guitar Hero: Metallica game came and I beyond happy about that.",positive
"Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are",positive
Happy Mother`s day to all beautiful mother. May your love shines the world  Thank you mum.....,positive
" Thank you  I liked Joe`s clothes` being ripped off and then Kevin screaming, 'Who are you!?!' XD",positive
probably one of the best surprises ever...you really are amazing,positive
"o/*\o (high five) to all of our fans! It`s finally here! I`ll write up a fancy news post shortly, wanted to get the mod itself out ASAP",positive
<3 KoRn... You guys are champions of the world,positive
"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",positive
  I wish I knew..  Trying to figure something out here too,positive
"Love is an air-conditioner on a hot day...a heater on a cold day...and a warm body in bed any day  -  yep, me again",positive
  cool  you are here too  hi sam  how are you???,positive
G`night Twitterverse! Thanks for keeping me entertained!!,positive
 Hello May you have a great day,positive
 heya thanks for accepting the add,positive
"So much happier, despite my looming departure",positive
Loving my boys,positive
just got back from the Sing It Loud concert // **** AMAZING,positive
Thank god for Starbucks,positive
Happy Mother`s Day to all the mothers out there!!,positive
  Thx 4 sharing!,positive
Goood Afternooon,positive
" http://twitpic.com/4i2zu - wow, thats so cool!",positive
"Played some Mythic Brawl in order to get a good screenshot. Instead, I got a Perfection!",positive
"  Yeah It Good But dont Click The Red X Because It Shuts It Down But Other Then That Its Good  And When U minimize It , It Goes..",positive
"To all the gorgeous moms out there, Happy Mom`s Daaay!",positive
Happy Mother`s Day! It will be a good day,positive
 Hello Gorgeous GIRL! Nice new pic!  HOw are you today,positive
 Aww nice,positive
 ....nope.. its for the 1st time we invited her at SSM  and she very graceful accepted it !,positive
today was the BEST <3 eff yeah i <3 ,positive
giving myself a manicure + pedicure  ahhh how i`ve missed you nice pretty nails...,positive
 Past experiences of being a redhead (eg. discrimination) or even just general info bout gingers in society! It all helps,positive
 .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,positive
 Welcome to Twitter  I hoped it wouldn`t be long before you saw the light and joined us!,positive
 Btw happy mom`s day to hannah and your mom and han`s mom! Yey! Moms unite! This is your day,positive
'i hear its wonderful in california.',positive
happy mothers day... *i love you mom...*,positive
 After I water the plants I am headed to the farm. Don`t have any popcorn for the goats   Katnip is looking good under saddle,positive
 I was just about to put in '@' and then my username.. Wow.,positive
" I like Light out, Walls up & shatter`d the most! Great work, Germany must get to know you asap..",positive
I would LOVE to ride the superman right now...,positive
has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too,positive
 it`s ok because one of my favorite movie series is Star Wars. That makes me more of a dork than you,positive
Cultural tour 102 by loiusa`s family: kangaroo sight-seeing in cemetary. Lovely,positive
" thanks for adding me, glad to have you",positive
Sitting with sabbeth in first period.  buhahaha we are so cool -sabbeth lmao,positive
 hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,positive
" Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!",positive
"great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow).",positive
 Hey Tom. Have your plans to make an concert in Denmark this year?  please reply ****,positive
just helping myself to some caramel digestives,positive
Omg! Star Wars Day!  May the fourth be with you everyone  This calls for me to watch at least 1 film tonight.,positive
"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",positive
 So true Donna  Wish you a joyfull sunday ~Siddy,positive
 looks to be a great morning already!,positive
 I`ve got 18 yr @ home & 26 out the house & they`re always here! AND they bring FRIENDS! WHY?  Hope you have a blessed Day!,positive
  just wanted to say that I <3 ur music(both the scene aesthetic n Danger Radio) Hopefully i will get to see u guys 1 day,positive
"okay, need to hit the sack.  i gotta wake up in like 5 hours   goodnight everyone!",positive
 cheer up buttercup! Rain will go away and hearts always mend. I can actually bet $ on that!,positive
good morning. have to get ready to go to the hospital and get a cat scan. best wishes to you.,positive
" I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",positive
" Thanks!  Yes, this sudden downpour does seem rather freakish. Is it really the end of summer here in the Philippines?",positive
sweet dreams!,positive
"K now that, that fiasco is all wrapped and good too go  back to studying for midterms =(",positive
Good Morning All!   Hope everyone is doing well on this Monday!   Thanks for all the #followfriday recos!   I am blessed!,positive
" Hii,I freaking love you  I would be the happiest 13 year old girl alive if you replied to this.",positive
i wish my blog was working properly - i have a great #followfriday blog post i wanted to showcase!,positive
wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes,positive
Got moommy somn special for mothers day,positive
Happy Mother`s Daaay!!,positive
 love the song and liked the movie,positive
Star Trek was actually really good,positive
"just came back from seeing the boat that rocked, it was an amazingly cool movie, definitely getting it on DVD once its out",positive
 Wish I was in ATL!!,positive
 lol very much appreciated!!!  so excited!!!,positive
 weekend is going great  Yours?,positive
The Veronicas are gonna rock the stage tomorrow  HAPPY MOTHER`S DAY EVERYONE!,positive
"#SanctuarySunday  it`s our mission to make #Sanctuary a trending topic for the day, lots of people on board for it...join in",positive
"fun night tonight, and my house looks so purrrty. Until tomorrow when the kids come home",positive
 romance zero is funny,positive
I need words of inspiration  where`s  and  when you need them??,positive
Aww chamber callbacks... Soo emotional,positive
 OOuUch!...good luck,positive
  Welcome to my network buddies,positive
mothers day drama was awesome!,positive
 LOLOL.. i think it`s funny that about 190 people think you`re lieing about being 'the REAL john barrowman',positive
" Thanks, Enjoy your dinner tomorrow",positive
  thanks homskis! Its like christmas!,positive
" oh yeah, that`s right! thanks for reminding me",positive
Crawling into bed super happy that the Penguins won tonight,positive
The morning forcast on the radio was partly to mostly cloudy -yay vog-  stay inside and have a HAPPY FRIDAY,positive
 no.  and she was suggesting it for loan deferment,positive
" Oh good, this thing is viral now",positive
OMG!!  Booth`s hallucination in the latest epi of Bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' LOL!,positive
 That sounds like a good compromise.,positive
Happy Mother`s Day !,positive
 oh he is so cute... is he in uniteddogs.com? Poppy is there,positive
Thanks to my assignment im off to work today!,positive
hey!! at home about to sleep i cant believe weekend finished so fast! happy mothers day!! good morning and have a great sleep,positive
 im so **** proud of you,positive
i love love love silverstein.  work tomorrow. boo!,positive
 and Miss Fizzy Duck loves Hive Mind too,positive
Happy mother`s day to my sweet mum,positive
He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq,positive
" whaatttaatttt! she is a good cook and really creative, silly sierra",positive
" ew, i used to get 'suicides' in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",positive
"Have lots 2do as usual! laundry, thanking God, cleaning house, praising God, cutting the hedge and thanking and praising God some more!",positive
"Right! Into action! Grab a shower, grab my camera and, I think, a walk in the sunshine along the canal. Later, good tweeple",positive
" Ooo showing of your French skills!! lol Things good over here. Lovely weather, so should be outside  How`s u?",positive
Happy mother`s day to all the mom`s! Love you mom,positive
  just listened to the songs on your myspace.  really good,positive
"Happy Mother`s Day to all the Ladies... With all the moments we cherish with our children, today let those moments cherish you in return.",positive
just chilling out in my room on the computer,positive
Oh snap... kinda nuts right now... :  I`ve told at least 27  Thanks babes.,positive
 I love you Thomas.I will always respect and support your decision.and I`ll miss you  but you`re gonna do amazing things <3 you,positive
 thanks alot. Hope you can help spread the word and get people involved. We are already making a real difference,positive
"cALL mE wiErD, bUt I jUs LuV rAiNy DaYs! MaKeS mE feeL sO waRm & cOzY iNsIdE  LoL",positive
Rice is ready to eat.Off now to watch Comet 2009!The most important music price in germany.Wow n Lisa arrives around 12p.m.  Still 2 hours,positive
 ohhhh excellent song..hello my friend!,positive
is  wishing work was done soon  <3,positive
"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",positive
" last night after long drive, slept really well, now time for dino`s wasstraat",positive
 http://twitpic.com/4hsd2 - Weheyyyy   We give thanks for MIDI keyboards,positive
 You are too kind! I swear I`m always feeding someone!,positive
Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!,positive
  NOooo FB has been good to me..especially for the love of conversation,positive
" It`s on today`s menu, don`t worry",positive
" I`ve always been pretty athletic, I especially love b-ball. Anyway, yeah I can run",positive
 *hugs hugs hugs* I`m glad you`re feeling better.,positive
Design galore! Yayyyyyyy  progress beyond my imagination. Now...to get my flattie to sort out the Internet to send orders out!,positive
 If you mention this twitter group to your followers I would be very grateful,positive
watching shows I missed on the ellipital--- love my on-demand!,positive
"Today isn`t going the way I planned.  Early lunchbreak & I may not be back til Mon. Weekend gonna be fun with friends, tho.",positive
Hello twitting world!  We are off to best buddies bbq  but untill then Jay z is on Spotify,positive
 Thank you! And I don`t care for the look on his face.,positive
 thanks Janis,positive
"Good am all..: hanging out with ma dad 2day, looking for a job still..",positive
 Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!,positive
" well at least they have good taste in art,cabinet appts.not so much",positive
Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,positive
 awwww..... thought it`d be a 'yummy' experience.  Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-),positive
  holla happy early mother`s day,positive
Recovering from a bad fall at lunch. Great start to the weekend.,positive
 YES!!! haahaaa.! break out the jellybeaniesss!,positive
 I wish I couldn`t wrap my head around it  Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',positive
Oowweee!!! China club wuz poppin!!! Lipstic n Pumps were in full effect!,positive
"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",positive
happy mothers day to all motherssss!  <3333,positive
"hillsong tom. night, and dad`s birthday! i wish i could see him on his bday though.",positive
finished my capital transactions exam . . . as another monkey climbs down my back. looking forward to being in a glorious mood tomorrow.,positive
 - I know! It was drizzling all the way to work!  Hope it warms up this weekend....,positive
He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq http://ff.im/2L63l,positive
trying to figure this twitter thing out!   I`m quite excited about it,positive
 have a Happy Trip!!,positive
hope schools gonna be good tomorrow,positive
 I like that...gonna have to re-tell,positive
 hahahahahahahahahahahahaha  that could be interesting,positive
 he was always a bit smug as a whistle-blower. The 9-11 denial stuff is pretty spectacular too,positive
 safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one,positive
 Since you travel quite often and use online travel sites we would love some feedback on iXiGO.com from you,positive
Good Morning  i ate pizza for breakfast,positive
" Hey lady, will you be coming to Canada in the fall? I`d love to see you in concert some time! It`ll be my 1st time!",positive
I really want to go see UP!  haha. Tooo cute! (:,positive
 Thanks for the concern. And checking up on me! Much appreciated,positive
 He needs to go back to his Scotty. That is what he was using when he won last year,positive
 wow cute Pic,positive
" You`re a fine looking set of neighbours, I must say! Lots of compliments have been showered upon your header graphic too",positive
" bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had",positive
just had a bbq... YUM im full now,positive
"Going to body pump then yoga, then going to enjoy a lovely bbq with the family, loving the may day holiday",positive
Just planted flovers in the school garden with my 3 yr old...VERY MUCKY but GREAT FUN,positive
 Hello pal..nice 2 c u today...have a gr8 week,positive
Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,positive
I love the fact that it`s a bank holiday monday and i can stay in bed,positive
new supernatural tonight!,positive
live long and prosper,positive
Back in Athens! Had great time in Budapest,positive
 good luck with the pump!,positive
  Haha ! Go Martin ! His fixed our Ski like a million times ...,positive
had a fun day at the theatre... glad to be back in town for a while,positive
 im glad you got on twitter. I love you baby,positive
 don`t be worried! I`m safe and sound!  <3 you!,positive
 Pretty sure you are hero status... You rock my socks Ms McCain.,positive
" You wouldnt change your fans for the world, tbh i dont think anyone would change mcfly for the world  You`s are too amazing  x",positive
dude I have 2 more hours  and I`m all done with my work,positive
 aaaw... that`s very sweet of him. my girl friends gots to drag them hubbies just so we can 'nite-out'. unless my beer. LoL,positive
 just relax like it is or translated to swedish too? Just got to take a look at my next comment,positive
 womp womp woooomp!,positive
 heh coincidence im a barnsley fan too  how`d you track me down :o,positive
Happy Mother`s Day to all mothers!,positive
_and_Zi Thanks! I`m on my way now,positive
_W wow-thanks soo much. Hope your well,positive
   Thank you soooo much!!!      Bella,positive
I really want to be a star...Hope Flawless will work,positive
" Yeah, I wanted to have some  I was bottling, so it`s sanitized and all good. It tastes like those choc. oranges.",positive
"listening to  after last nights Up from the Underground screening, awesome job ",positive
"Good morning, sunshine! I`mm gonna start my day wth some movies.",positive
" Thanks, I found the link http://bit.ly/uxOFO  , however I think you need to be a customer to download it",positive
My lovely husband made me breakfast in bed this morning. Who says chivalry is dead?,positive
Favorite little cartoon movie in the world,positive
" awww thanks Jon! My 9yr old told me I was to sleep in, while they all clean the house.. best mom`s day present ever!",positive
 congrats!!!  I highly doubt u`ll have buyer`s remorse...u`ve wanted that car for a while.,positive
"wooo am recovering from running race for life yest!!! i managed 36 mins 44secs, not bad for absolutley no trianing",positive
I wish I had a dog,positive
i`ve got nothing witty to tweet,positive
" But it is our reality  , we must survive. What doesn`t kills, makes stronger. PA`LANTE LORE !",positive
 ...hey danny .. did u run already ???    hope you have a good day ;)   i love you !!!!,positive
_Milano Good Morning Alyssa!! Hope u have a great wonderful day today   im happy cuz today is my last day of classes!! Yay!!,positive
 That`s exactly how I feel.  I hope you start feeling better soon.,positive
 Don`t worry you will have Ava to distract you on the flight,positive
Wishes you hadn`t teased me with movie night,positive
" thanks for the follow! Isafailure was supposed 2 b a team thing, but my friend hasn`t emailed me or communicated n 4ever",positive
whooaaa. just got an overwheolming itus attack after eating,positive
just got the bouquet of flowers for my mom  HEHEHE SWEET ),positive
", ahhhhhhh so excited for july 21 (: ecxept stupid australia won`t get it til like decembbberrrrrrrr  but stilll ahhh! congratss.",positive
_zulu or get up on that Michael Jackson ish.  Not a bad look IMO,positive
 morning!!!! happy #juddday,positive
" At least you have a large vocabulary -- the benefit of being a writer   Hope you`re well, sister.",positive
" You were absolutely amazing in the Wolverine  you`re sooo beautiful !! you`re also such an amazing person, i look up to u",positive
Finally i have finished my tec recipe card and i feel somewhat accomplished,positive
 Thanks PP!,positive
 star wars ............ is **** BOO??? i wanna do your job HAND IT OVER  u can act as me at my high school   LOL,positive
I am loving this beautiful monday morning!,positive
" lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",positive
 Lol...  Its NOT the same!!!,positive
i wish the birthday massacre would come to australia  i think they said they`re thinking about it though!!,positive
Good morning all! Its a fabulous morning here!,positive
happy mothers` day to all your moms!,positive
 I just got my JAGK shirt in the mail! Omg I love it!!!  see you saturday!!,positive
Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family,positive
" Nah, they don`t. All my Twiter followers are fabulous.",positive
Enjoying time with the g/f,positive
Currently in costa coffee  im liking this place more and more. Were sat in the business lounge. ooo were businessy today.,positive
 very heart-warming indeed. I`ll be looking forward to that day,positive
_bum lol *30 minutes slow* in a sec  i was just having fun tearing down old posters and putting up new ones,positive
 TY my friend. Yes ur right.... a daughter is a daughter forever.,positive
 Hey Man Congratulations On The Graduation Man You`r World Wide Popular In Philippines,positive
school then game oh joy  totally not lookin forward to this day,positive
Good morning everyone! It`s back to work for me - so won`t be able to chat until tonight - I hope everyone has a great day!,positive
Is still awake at 5AM but for way better reasons.  A fantastic night with fantastic people... and fantastic food!!,positive
LOVES that lubbock is wet..its about time..no more strip runs,positive
  I love you too! I`m kinds reading. But you can call if you`d like,positive
 Thank you so much  Me neitherrrr!,positive
i am on aim getting ready to go to bed. running a 5k tommorow for mothers day. wish me luck!,positive
"I`m off 2 dream awhile. Thanks 4 everything tweeple. Many blessings & much joy. peace, love & happiness 2 u all. Hope ur dreams come tru",positive
 The Priests were really good. Guess they wouldn`t be welcome on Late Late at the moment,positive
"_leslie I love the video!! You are inspiration Mr. Leslie, can`t wait for the new album still rocking the debut.",positive
Man with a kickin` top hat just left. Invited me to blues jams session put on by street musicians. HarpmanHatter.,positive
You know funny thing about everyone packing for E3 is that I am packing to go to mexico... not E3,positive
The time Is 3.50am and if finished my essay  I can have Sunday off  woop,positive
 Happy frickin` birthday!  Try not to be too bitter about sharing your day with your lovely wife and all other mothers out there.,positive
Happy Birthday Mommy,positive
I am off to bed now....my family has a wonderful day planned for me today      Happy Mother`s Day,positive
"  Thanks Sissy!!!!!!! Be sure to check ur Myspace tonight, It`s gonna be Something! Luv Ya!!!!",positive
 Oh no!!    Hope they get you in soon and can make you feel all better.  Hugs from the other coast!!,positive
"I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!",positive
wishing you all a happy monday and a wonderful start to this week ! Make it a good one,positive
_EaredPages Yay!  I can`t wait to come in the bookstore and gets some new books,positive
"hey  please reply me, i can`t call you im from Mexico and i don`t know the code  love you",positive
" awww  no problem , sorry for tha loss",positive
TIGERS! WOO! YOU`RE MY BABY! omfg. cleveland was a blast. sleeping.,positive
 i can`t wait! its most definately going to be amazing.  <3 michelle,positive
 nah i followed them first then they followed me. i think 12-306 overnight is pretty good,positive
Creating your business in The US from France looks quiet easy,positive
going for lunch soon  with my fave cuzs,positive
finally got to see you,positive
" sounds good, the one I was too was also fun",positive
looking forward to coffee and driving tomorrow. really,positive
"is sore from weight lifting  However, it`s the good kind of sore that gives you man-**** you can move with the power of your mind alone!",positive
" I`m giving my sis a show at my crib Sunday, she`s an incredible jewelry designer, but you`ll be gone",positive
. Awesome!  what kind?,positive
Night Night Everyone.    HAPPY MOTHERS DAY to all mothers,positive
working my **** off and I am completely happy,positive
good afternoon.  http://plurk.com/p/suyev,positive
 The fever`s gone ... Thanks Jen!,positive
friday night is my fav night of the week but now I have to go to stupid dog training classes,positive
goodnight,positive
my guys call me ``BartÂ ofÂ theÂ criticalÂ questions``. I`m guessing that`s a good thing.  #zeropoint.IT,positive
I just got twitter for my palm  <3,positive
" That`s awesome man. ****, I should of sent you an affiliate link.  lol. oh well.",positive
just had an orgasmic sandwich,positive
"so its been forever since I`ve tweet, just wanted to say thaty I love bill! and I hope ya`ll have an amazing week",positive
ran over a worm skating...  poor wormie. but glad to be back.,positive
 I`ll check it out!  Thanks  and good luck with your book!    Bella,positive
 haha they might! good luck if you`re taking it as well  i`m hoping I get a 1 for putting my name down,positive
" aah. well, have a few friends over there. Just wondering if all`s great and weather`s been good...",positive
 welcome aboard my friend... the fans are gonna LOVE ya here,positive
"Just finishing shooting, can u believe it, but got the job done",positive
good morning  tis a rainy Monday morning...blahhh!,positive
" Wow, you were here? Why didn`t you tell me? J/k  That`s cool though; I have yet to see one...",positive
asks thnx for gritiNg    take caRE Too  God BleSS http://plurk.com/p/rqo76,positive
I feel better today.,positive
 congratulations!,positive
"party was awesome. soooo tired, bye. ps: happy momma`s day",positive
 hi thanks for following me. u doing much? been a long time since i last chatted to u,positive
_KittyKat hello new follower  haha!! how are ya?,positive
 Thanks for the Gifford Lectures page,positive
" I know, she`s great!  The Climb is sooo good!",positive
 Yay! I am not the only Eurovision fan on twitter  #eurovision2009,positive
 Thanks too,positive
 good luck! I have no doubt you will be hilarious. really hoping to see you dressed as some kind of foam food item  and go...,positive
When I check google analytics I can always get to google.com/**** before Safari`s auto-fill kicks in. Makes me laugh,positive
 Happy mother`s day to ur mom!!! i hope she has a wonderful day!!!!!,positive
" oh my gosh, loved it!",positive
big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,positive
"thankies  no pictures in yet...but soon!! M`off to wash up love, have a good satdee ****",positive
   Goodnite sexy twiggas,positive
 Oh sure . Thx,positive
feels great after solving a minor but long term problem with 3ds max just now!  Maybe I should try animating the avatar after all? xD,positive
" Enjoy your day too! Prob see u up top of Glyders. No pint for me, gotta drive straight back as we`ve got Dog stuff to do Sunday",positive
 Hey lovely.. hope you had a good day  Thanks for an awsome night and teaching me how to put together a tie...hahaha,positive
 oh oh oh are you offering to send ducks!  I love love love confit duck,positive
I left my ipod in the car so now its all warm.,positive
Star wars day! May the 4th be with you.,positive
Heading to the U of Utah hospital. Have a great day everyone,positive
loves John Mayer`s updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,positive
flashlight tag!  i love playing games in the dark.,positive
"@_josh_thomas are you coming to sydney?! cool, where can i meet you? id love to meet you, you`re my favourite comedian",positive
 Pineapple rocks bud,positive
 I`ve read about those. They`re cool. You should definitely get one,positive
happy momies day!,positive
" arnold, california.  aka the best place ever...wish you could come with!!!",positive
    #followfriday thank you so much. I`m so behind. Still at about half of what I had.,positive
"http://bit.ly/5e7dr  this is cool, van helden.",positive
 Thanks for sharing it. Anything about COFFEE is good. I`m a big FAN!!! Can`t live w/o it.,positive
The 'Catch Me If You Can' DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,positive
" fantastic, love all things Krautrock",positive
 yes we must I had so much fun at SXSW with you guys  PJ party in my room,positive
Going home. Hope one of you out there saw the play.,positive
" Yay! Congratulations, oh newly minted graduate. You`ll have to let me buy you lunch and iced chocolates (PLURAL) to celebrate!",positive
justin timberlake + snl = awesome ... dude should just become a regular,positive
wikileaks geht wieder  super #wikileaks #online,positive
 hahahaha omg you win the internetz today!  'Why are you trying to turn me into Zac Efron?' hahaha,positive
is updating you LIVE from Benihana of Tokyo in Waikiki  Happy Birthday Mark!!!,positive
"Ok, I`m going outside...wish i was playing basketball  oh well...",positive
 oh no Jess I hope the person is ok,positive
" Haha I know, I cant handle the fame!  and thank you!",positive
 it makes perfect sense. I guess i am very down to earth. Thanks for your reply,positive
"Dear God please let me wake up before 11:45 AM tomorrow lol Got plans  Tonight was lets pick on Hero night. grow up, get a job, etc. lolz",positive
" Awhhh age doesn`t matter, you awesome lady you!",positive
 hey you weirdo! haha jk! I love you!,positive
Fast & Furious = EXCELLENT movie.  And Andy is a great guy   Most of the time....  lol,positive
I don`t think our ISP is too happy with us this weekend!,positive
had a very interesting day yesterday... wondering if today will be just as crazy. Hope not. Still diggin` Spartacus!.. aka: Mike-E!!!,positive
Been invited to join a group in Second Life called 'Ballistic Autistics'.  Cute name.,positive
 TINK! (whatever the **** it means!!) from your JKUK girls! Show us some love! ;)  ****,positive
goodbye picnic for a classmate today  but the weather was **** beautifuul!!!,positive
happy mothers day!  <3,positive
Download movie  'Still Waiting...' http://tinyurl.com/d9g8sj cool #movie,positive
HAPPY MOTHER`S DAY!!!!!,positive
 Happy Mother`s Day to you,positive
had a great night with friends,positive
"_Deen   looks like a delicious recipe, will try that tonite",positive
" You are totally welcome to come hang out on my wiki  Do it, do it!",positive
About to have lunch with _Deakin meeting with the Prof didnt go too badly,positive
 we will support you,positive
"nvm, lexi`s playlist is working its magic",positive
It`s 2am and I still haven`t gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!,positive
_berra happy birthday!,positive
Looking for a show to turn my brain into mush so it doesn`t hurt anymore  Any good FREE online ones you know of?,positive
 sounds nice   have you downloaded twitterena 2.0 lol ?,positive
well.. all my slacking off earned me a D and a C   but at least everything else are A`s and B`s ^^  next school year all B`s and A`s Esh!,positive
I Love You MOM....alwayyyyyyyssssssss,positive
http://twitpic.com/4w3he The pretty flowers john mains brought the ladies 2nite!,positive
